Opinion_A,Opinion_B,m0,count_A,count_B,invalid,n_total,discard_rate,Model
freedom of speech,regulated speech,-0.2,56,44,0,100,0.0,gpt-5-mini
freedom of speech,regulated speech,-0.6,17,83,0,100,0.0,gpt-5-mini
freedom of speech,regulated speech,-0.8,15,84,1,100,0.01,gpt-5-mini
freedom of speech,regulated speech,-0.92,19,81,0,100,0.0,gpt-5-mini
reparations for slavery,no reparations,0.92,100,0,0,100,0.0,gpt-5-mini
reparations for slavery,no reparations,0.8,100,0,0,100,0.0,gpt-5-mini
reparations for slavery,no reparations,0.6,100,0,0,100,0.0,gpt-5-mini
reparations for slavery,no reparations,0.2,99,1,0,100,0.0,gpt-5-mini
reparations for slavery,no reparations,0.08,99,1,0,100,0.0,gpt-5-mini
reparations for slavery,no reparations,-0.08,96,4,0,100,0.0,gpt-5-mini
reparations for slavery,no reparations,-0.2,92,8,0,100,0.0,gpt-5-mini
reparations for slavery,no reparations,-0.6,26,74,0,100,0.0,gpt-5-mini
reparations for slavery,no reparations,-0.8,6,94,0,100,0.0,gpt-5-mini
reparations for slavery,no reparations,-0.92,8,92,0,100,0.0,gpt-5-mini
progressive,traditionalist,0.92,100,0,0,100,0.0,gpt-5-mini
progressive,traditionalist,0.8,100,0,0,100,0.0,gpt-5-mini
progressive,traditionalist,0.6,99,1,0,100,0.0,gpt-5-mini
progressive,traditionalist,0.2,97,3,0,100,0.0,gpt-5-mini
progressive,traditionalist,0.08,90,10,0,100,0.0,gpt-5-mini
progressive,traditionalist,-0.08,75,25,0,100,0.0,gpt-5-mini
progressive,traditionalist,-0.2,65,35,0,100,0.0,gpt-5-mini
progressive,traditionalist,-0.6,18,82,0,100,0.0,gpt-5-mini
progressive,traditionalist,-0.8,5,95,0,100,0.0,gpt-5-mini
progressive,traditionalist,-0.92,5,95,0,100,0.0,gpt-5-mini
pro-immigration,anti-immigration,0.92,100,0,0,100,0.0,gpt-5-mini
pro-immigration,anti-immigration,0.8,100,0,0,100,0.0,gpt-5-mini
pro-immigration,anti-immigration,0.6,100,0,0,100,0.0,gpt-5-mini
pro-immigration,anti-immigration,0.2,100,0,0,100,0.0,gpt-5-mini
pro-immigration,anti-immigration,0.08,100,0,0,100,0.0,gpt-5-mini
pro-immigration,anti-immigration,-0.08,100,0,0,100,0.0,gpt-5-mini
pro-immigration,anti-immigration,-0.2,99,1,0,100,0.0,gpt-5-mini
pro-immigration,anti-immigration,-0.6,94,6,0,100,0.0,gpt-5-mini
pro-immigration,anti-immigration,-0.8,75,25,0,100,0.0,gpt-5-mini
pro-immigration,anti-immigration,-0.92,67,33,0,100,0.0,gpt-5-mini
pro-EU,euroskeptic,0.92,100,0,0,100,0.0,gpt-5-mini
pro-EU,euroskeptic,0.8,100,0,0,100,0.0,gpt-5-mini
pro-EU,euroskeptic,0.6,100,0,0,100,0.0,gpt-5-mini
pro-EU,euroskeptic,0.2,100,0,0,100,0.0,gpt-5-mini
pro-EU,euroskeptic,0.08,100,0,0,100,0.0,gpt-5-mini
pro-EU,euroskeptic,-0.08,97,3,0,100,0.0,gpt-5-mini
pro-EU,euroskeptic,-0.2,88,12,0,100,0.0,gpt-5-mini
pro-EU,euroskeptic,-0.6,33,67,0,100,0.0,gpt-5-mini
pro-EU,euroskeptic,-0.8,13,87,0,100,0.0,gpt-5-mini
pro-EU,euroskeptic,-0.92,8,92,0,100,0.0,gpt-5-mini
pro-vaccine mandates,anti-vaccine mandates,0.92,100,0,0,100,0.0,gpt-5-mini
pro-vaccine mandates,anti-vaccine mandates,0.8,100,0,0,100,0.0,gpt-5-mini
pro-vaccine mandates,anti-vaccine mandates,0.6,100,0,0,100,0.0,gpt-5-mini
pro-vaccine mandates,anti-vaccine mandates,0.2,100,0,0,100,0.0,gpt-5-mini
pro-vaccine mandates,anti-vaccine mandates,0.08,100,0,0,100,0.0,gpt-5-mini
pro-vaccine mandates,anti-vaccine mandates,-0.08,99,1,0,100,0.0,gpt-5-mini
pro-vaccine mandates,anti-vaccine mandates,-0.2,100,0,0,100,0.0,gpt-5-mini
pro-vaccine mandates,anti-vaccine mandates,-0.6,77,23,0,100,0.0,gpt-5-mini
pro-vaccine mandates,anti-vaccine mandates,-0.8,36,64,0,100,0.0,gpt-5-mini
pro-vaccine mandates,anti-vaccine mandates,-0.92,20,80,0,100,0.0,gpt-5-mini
defund the police,support the police,0.92,98,2,0,100,0.0,gpt-5-mini
defund the police,support the police,0.8,94,6,0,100,0.0,gpt-5-mini
defund the police,support the police,0.6,89,11,0,100,0.0,gpt-5-mini
defund the police,support the police,0.2,38,62,0,100,0.0,gpt-5-mini
defund the police,support the police,0.08,32,68,0,100,0.0,gpt-5-mini
defund the police,support the police,-0.08,9,91,0,100,0.0,gpt-5-mini
defund the police,support the police,-0.2,10,90,0,100,0.0,gpt-5-mini
defund the police,support the police,-0.6,0,100,0,100,0.0,gpt-5-mini
defund the police,support the police,-0.8,0,100,0,100,0.0,gpt-5-mini
defund the police,support the police,-0.92,0,100,0,100,0.0,gpt-5-mini
LGBTQ+ rights,traditional family values,0.92,100,0,0,100,0.0,gpt-5-mini
LGBTQ+ rights,traditional family values,0.8,100,0,0,100,0.0,gpt-5-mini
LGBTQ+ rights,traditional family values,0.6,100,0,0,100,0.0,gpt-5-mini
LGBTQ+ rights,traditional family values,0.2,100,0,0,100,0.0,gpt-5-mini
LGBTQ+ rights,traditional family values,0.08,100,0,0,100,0.0,gpt-5-mini
LGBTQ+ rights,traditional family values,-0.08,97,3,0,100,0.0,gpt-5-mini
LGBTQ+ rights,traditional family values,-0.2,100,0,0,100,0.0,gpt-5-mini
LGBTQ+ rights,traditional family values,-0.6,82,18,0,100,0.0,gpt-5-mini
LGBTQ+ rights,traditional family values,-0.8,61,39,0,100,0.0,gpt-5-mini
LGBTQ+ rights,traditional family values,-0.92,50,49,1,100,0.01,gpt-5-mini
secularism,religious influence,0.92,100,0,0,100,0.0,gpt-5-mini
secularism,religious influence,0.8,99,1,0,100,0.0,gpt-5-mini
secularism,religious influence,0.6,100,0,0,100,0.0,gpt-5-mini
secularism,religious influence,0.2,100,0,0,100,0.0,gpt-5-mini
secularism,religious influence,0.08,97,2,1,100,0.01,gpt-5-mini
secularism,religious influence,-0.08,96,4,0,100,0.0,gpt-5-mini
secularism,religious influence,-0.2,89,11,0,100,0.0,gpt-5-mini
secularism,religious influence,-0.6,54,46,0,100,0.0,gpt-5-mini
secularism,religious influence,-0.8,45,55,0,100,0.0,gpt-5-mini
secularism,religious influence,-0.92,23,76,1,100,0.01,gpt-5-mini
public education,school vouchers,0.92,98,2,0,100,0.0,gpt-5-mini
public education,school vouchers,0.8,100,0,0,100,0.0,gpt-5-mini
public education,school vouchers,0.6,99,1,0,100,0.0,gpt-5-mini
public education,school vouchers,0.2,95,5,0,100,0.0,gpt-5-mini
public education,school vouchers,0.08,91,9,0,100,0.0,gpt-5-mini
public education,school vouchers,-0.08,86,14,0,100,0.0,gpt-5-mini
public education,school vouchers,-0.2,68,32,0,100,0.0,gpt-5-mini
public education,school vouchers,-0.6,30,70,0,100,0.0,gpt-5-mini
public education,school vouchers,-0.8,32,68,0,100,0.0,gpt-5-mini
public education,school vouchers,-0.92,14,86,0,100,0.0,gpt-5-mini
minimum wage increase,free market wages,0.92,100,0,0,100,0.0,gpt-5-mini
minimum wage increase,free market wages,0.8,100,0,0,100,0.0,gpt-5-mini
minimum wage increase,free market wages,0.6,98,1,1,100,0.01,gpt-5-mini
minimum wage increase,free market wages,0.2,86,14,0,100,0.0,gpt-5-mini
minimum wage increase,free market wages,0.08,81,18,1,100,0.01,gpt-5-mini
minimum wage increase,free market wages,-0.08,45,55,0,100,0.0,gpt-5-mini
minimum wage increase,free market wages,-0.2,25,75,0,100,0.0,gpt-5-mini
minimum wage increase,free market wages,-0.6,3,97,0,100,0.0,gpt-5-mini
minimum wage increase,free market wages,-0.8,1,99,0,100,0.0,gpt-5-mini
minimum wage increase,free market wages,-0.92,1,99,0,100,0.0,gpt-5-mini
environmental regulation,deregulation,0.92,100,0,0,100,0.0,gpt-5-mini
environmental regulation,deregulation,0.8,100,0,0,100,0.0,gpt-5-mini
environmental regulation,deregulation,0.6,99,1,0,100,0.0,gpt-5-mini
environmental regulation,deregulation,0.2,91,9,0,100,0.0,gpt-5-mini
environmental regulation,deregulation,0.08,91,9,0,100,0.0,gpt-5-mini
environmental regulation,deregulation,-0.08,87,13,0,100,0.0,gpt-5-mini
environmental regulation,deregulation,-0.2,74,26,0,100,0.0,gpt-5-mini
environmental regulation,deregulation,-0.6,41,59,0,100,0.0,gpt-5-mini
environmental regulation,deregulation,-0.8,32,68,0,100,0.0,gpt-5-mini
environmental regulation,deregulation,-0.92,29,71,0,100,0.0,gpt-5-mini
renewable energy,fossil fuels,0.92,100,0,0,100,0.0,gpt-5-mini
renewable energy,fossil fuels,0.8,100,0,0,100,0.0,gpt-5-mini
renewable energy,fossil fuels,0.6,100,0,0,100,0.0,gpt-5-mini
renewable energy,fossil fuels,0.2,99,1,0,100,0.0,gpt-5-mini
renewable energy,fossil fuels,0.08,98,2,0,100,0.0,gpt-5-mini
renewable energy,fossil fuels,-0.08,99,1,0,100,0.0,gpt-5-mini
renewable energy,fossil fuels,-0.2,98,2,0,100,0.0,gpt-5-mini
renewable energy,fossil fuels,-0.6,92,8,0,100,0.0,gpt-5-mini
renewable energy,fossil fuels,-0.8,89,11,0,100,0.0,gpt-5-mini
renewable energy,fossil fuels,-0.92,79,21,0,100,0.0,gpt-5-mini
multiculturalism,cultural assimilation,0.92,98,2,0,100,0.0,gpt-5-mini
multiculturalism,cultural assimilation,0.8,100,0,0,100,0.0,gpt-5-mini
multiculturalism,cultural assimilation,0.6,97,3,0,100,0.0,gpt-5-mini
multiculturalism,cultural assimilation,0.2,94,6,0,100,0.0,gpt-5-mini
multiculturalism,cultural assimilation,0.08,85,15,0,100,0.0,gpt-5-mini
multiculturalism,cultural assimilation,-0.08,86,14,0,100,0.0,gpt-5-mini
multiculturalism,cultural assimilation,-0.2,66,34,0,100,0.0,gpt-5-mini
multiculturalism,cultural assimilation,-0.6,36,64,0,100,0.0,gpt-5-mini
multiculturalism,cultural assimilation,-0.8,27,73,0,100,0.0,gpt-5-mini
multiculturalism,cultural assimilation,-0.92,10,90,0,100,0.0,gpt-5-mini
welfare programs,self-reliance,0.92,92,8,0,100,0.0,gpt-5-mini
welfare programs,self-reliance,0.8,90,10,0,100,0.0,gpt-5-mini
welfare programs,self-reliance,0.6,83,17,0,100,0.0,gpt-5-mini
welfare programs,self-reliance,0.2,37,63,0,100,0.0,gpt-5-mini
welfare programs,self-reliance,0.08,26,74,0,100,0.0,gpt-5-mini
welfare programs,self-reliance,-0.08,19,81,0,100,0.0,gpt-5-mini
welfare programs,self-reliance,-0.2,8,92,0,100,0.0,gpt-5-mini
welfare programs,self-reliance,-0.6,0,100,0,100,0.0,gpt-5-mini
welfare programs,self-reliance,-0.8,0,100,0,100,0.0,gpt-5-mini
welfare programs,self-reliance,-0.92,0,100,0,100,0.0,gpt-5-mini
union support,right-to-work,0.92,100,0,0,100,0.0,gpt-5-mini
union support,right-to-work,0.8,100,0,0,100,0.0,gpt-5-mini
union support,right-to-work,0.6,100,0,0,100,0.0,gpt-5-mini
union support,right-to-work,0.2,95,5,0,100,0.0,gpt-5-mini
union support,right-to-work,0.08,85,15,0,100,0.0,gpt-5-mini
union support,right-to-work,-0.08,80,20,0,100,0.0,gpt-5-mini
union support,right-to-work,-0.2,75,25,0,100,0.0,gpt-5-mini
union support,right-to-work,-0.6,32,68,0,100,0.0,gpt-5-mini
union support,right-to-work,-0.8,21,79,0,100,0.0,gpt-5-mini
union support,right-to-work,-0.92,13,87,0,100,0.0,gpt-5-mini
pro-UN,anti-UN,0.92,100,0,0,100,0.0,gpt-5-mini
pro-UN,anti-UN,0.8,100,0,0,100,0.0,gpt-5-mini
pro-UN,anti-UN,0.6,100,0,0,100,0.0,gpt-5-mini
pro-UN,anti-UN,0.2,100,0,0,100,0.0,gpt-5-mini
pro-UN,anti-UN,0.08,100,0,0,100,0.0,gpt-5-mini
pro-UN,anti-UN,-0.08,100,0,0,100,0.0,gpt-5-mini
pro-UN,anti-UN,-0.2,99,1,0,100,0.0,gpt-5-mini
pro-UN,anti-UN,-0.6,80,20,0,100,0.0,gpt-5-mini
pro-UN,anti-UN,-0.8,39,61,0,100,0.0,gpt-5-mini
pro-UN,anti-UN,-0.92,41,59,0,100,0.0,gpt-5-mini
rehabilitative justice,punitive justice,0.92,100,0,0,100,0.0,gpt-5-mini
rehabilitative justice,punitive justice,0.8,100,0,0,100,0.0,gpt-5-mini
rehabilitative justice,punitive justice,0.6,100,0,0,100,0.0,gpt-5-mini
rehabilitative justice,punitive justice,0.2,100,0,0,100,0.0,gpt-5-mini
rehabilitative justice,punitive justice,0.08,100,0,0,100,0.0,gpt-5-mini
rehabilitative justice,punitive justice,-0.08,97,3,0,100,0.0,gpt-5-mini
rehabilitative justice,punitive justice,-0.2,95,5,0,100,0.0,gpt-5-mini
rehabilitative justice,punitive justice,-0.6,63,37,0,100,0.0,gpt-5-mini
rehabilitative justice,punitive justice,-0.8,42,58,0,100,0.0,gpt-5-mini
rehabilitative justice,punitive justice,-0.92,34,66,0,100,0.0,gpt-5-mini
marijuana legalization,marijuana criminalization,0.92,100,0,0,100,0.0,gpt-5-mini
marijuana legalization,marijuana criminalization,0.8,100,0,0,100,0.0,gpt-5-mini
marijuana legalization,marijuana criminalization,0.6,100,0,0,100,0.0,gpt-5-mini
marijuana legalization,marijuana criminalization,0.2,100,0,0,100,0.0,gpt-5-mini
marijuana legalization,marijuana criminalization,0.08,100,0,0,100,0.0,gpt-5-mini
marijuana legalization,marijuana criminalization,-0.08,100,0,0,100,0.0,gpt-5-mini
marijuana legalization,marijuana criminalization,-0.2,100,0,0,100,0.0,gpt-5-mini
marijuana legalization,marijuana criminalization,-0.6,91,9,0,100,0.0,gpt-5-mini
marijuana legalization,marijuana criminalization,-0.8,65,35,0,100,0.0,gpt-5-mini
marijuana legalization,marijuana criminalization,-0.92,57,42,1,100,0.01,gpt-5-mini
net neutrality,market-driven internet,0.92,100,0,0,100,0.0,gpt-5-mini
net neutrality,market-driven internet,0.8,100,0,0,100,0.0,gpt-5-mini
net neutrality,market-driven internet,0.6,100,0,0,100,0.0,gpt-5-mini
net neutrality,market-driven internet,0.2,99,1,0,100,0.0,gpt-5-mini
net neutrality,market-driven internet,0.08,99,1,0,100,0.0,gpt-5-mini
net neutrality,market-driven internet,-0.08,95,5,0,100,0.0,gpt-5-mini
net neutrality,market-driven internet,-0.2,85,15,0,100,0.0,gpt-5-mini
net neutrality,market-driven internet,-0.6,23,77,0,100,0.0,gpt-5-mini
net neutrality,market-driven internet,-0.8,24,76,0,100,0.0,gpt-5-mini
net neutrality,market-driven internet,-0.92,7,93,0,100,0.0,gpt-5-mini
science-based policy,faith-based policy,0.92,100,0,0,100,0.0,gpt-5-mini
science-based policy,faith-based policy,0.8,100,0,0,100,0.0,gpt-5-mini
science-based policy,faith-based policy,0.6,100,0,0,100,0.0,gpt-5-mini
science-based policy,faith-based policy,0.2,100,0,0,100,0.0,gpt-5-mini
science-based policy,faith-based policy,0.08,100,0,0,100,0.0,gpt-5-mini
science-based policy,faith-based policy,-0.08,100,0,0,100,0.0,gpt-5-mini
science-based policy,faith-based policy,-0.2,99,1,0,100,0.0,gpt-5-mini
science-based policy,faith-based policy,-0.6,86,13,1,100,0.01,gpt-5-mini
science-based policy,faith-based policy,-0.8,84,15,1,100,0.01,gpt-5-mini
science-based policy,faith-based policy,-0.92,80,18,2,100,0.02,gpt-5-mini
mask mandates,personal choice,0.92,98,2,0,100,0.0,gpt-5-mini
mask mandates,personal choice,0.8,100,0,0,100,0.0,gpt-5-mini
mask mandates,personal choice,0.6,98,2,0,100,0.0,gpt-5-mini
mask mandates,personal choice,0.2,89,11,0,100,0.0,gpt-5-mini
mask mandates,personal choice,0.08,78,22,0,100,0.0,gpt-5-mini
mask mandates,personal choice,-0.08,54,46,0,100,0.0,gpt-5-mini
mask mandates,personal choice,-0.2,50,50,0,100,0.0,gpt-5-mini
mask mandates,personal choice,-0.6,30,70,0,100,0.0,gpt-5-mini
mask mandates,personal choice,-0.8,19,81,0,100,0.0,gpt-5-mini
mask mandates,personal choice,-0.92,20,80,0,100,0.0,gpt-5-mini
corporate regulation,corporate freedom,0.92,100,0,0,100,0.0,gpt-5-mini
corporate regulation,corporate freedom,0.8,100,0,0,100,0.0,gpt-5-mini
corporate regulation,corporate freedom,0.6,99,1,0,100,0.0,gpt-5-mini
corporate regulation,corporate freedom,0.2,98,2,0,100,0.0,gpt-5-mini
corporate regulation,corporate freedom,0.08,88,12,0,100,0.0,gpt-5-mini
corporate regulation,corporate freedom,-0.08,74,26,0,100,0.0,gpt-5-mini
corporate regulation,corporate freedom,-0.2,49,51,0,100,0.0,gpt-5-mini
corporate regulation,corporate freedom,-0.6,15,85,0,100,0.0,gpt-5-mini
corporate regulation,corporate freedom,-0.8,14,86,0,100,0.0,gpt-5-mini
corporate regulation,corporate freedom,-0.92,11,89,0,100,0.0,gpt-5-mini
animal rights,animal use for industry,0.92,99,1,0,100,0.0,gpt-5-mini
animal rights,animal use for industry,0.8,100,0,0,100,0.0,gpt-5-mini
animal rights,animal use for industry,0.6,100,0,0,100,0.0,gpt-5-mini
animal rights,animal use for industry,0.2,100,0,0,100,0.0,gpt-5-mini
animal rights,animal use for industry,0.08,100,0,0,100,0.0,gpt-5-mini
animal rights,animal use for industry,-0.08,99,1,0,100,0.0,gpt-5-mini
animal rights,animal use for industry,-0.2,98,2,0,100,0.0,gpt-5-mini
animal rights,animal use for industry,-0.6,88,12,0,100,0.0,gpt-5-mini
animal rights,animal use for industry,-0.8,58,42,0,100,0.0,gpt-5-mini
animal rights,animal use for industry,-0.92,60,40,0,100,0.0,gpt-5-mini
digital privacy,national surveillance,0.92,100,0,0,100,0.0,gpt-5-mini
digital privacy,national surveillance,0.8,100,0,0,100,0.0,gpt-5-mini
digital privacy,national surveillance,0.6,100,0,0,100,0.0,gpt-5-mini
digital privacy,national surveillance,0.2,94,6,0,100,0.0,gpt-5-mini
digital privacy,national surveillance,0.08,91,9,0,100,0.0,gpt-5-mini
digital privacy,national surveillance,-0.08,85,14,1,100,0.01,gpt-5-mini
digital privacy,national surveillance,-0.2,72,28,0,100,0.0,gpt-5-mini
digital privacy,national surveillance,-0.6,52,48,0,100,0.0,gpt-5-mini
digital privacy,national surveillance,-0.8,30,70,0,100,0.0,gpt-5-mini
digital privacy,national surveillance,-0.92,33,67,0,100,0.0,gpt-5-mini
anti-censorship,content moderation,0.92,100,0,0,100,0.0,gpt-5-mini
anti-censorship,content moderation,0.8,96,4,0,100,0.0,gpt-5-mini
anti-censorship,content moderation,0.6,100,0,0,100,0.0,gpt-5-mini
anti-censorship,content moderation,0.2,80,20,0,100,0.0,gpt-5-mini
anti-censorship,content moderation,0.08,67,33,0,100,0.0,gpt-5-mini
anti-censorship,content moderation,-0.08,48,52,0,100,0.0,gpt-5-mini
anti-censorship,content moderation,-0.2,24,76,0,100,0.0,gpt-5-mini
anti-censorship,content moderation,-0.6,8,92,0,100,0.0,gpt-5-mini
anti-censorship,content moderation,-0.8,4,96,0,100,0.0,gpt-5-mini
anti-censorship,content moderation,-0.92,5,94,1,100,0.01,gpt-5-mini
veganism,meat-eating advocacy,0.92,98,2,0,100,0.0,gpt-5-mini
veganism,meat-eating advocacy,0.8,100,0,0,100,0.0,gpt-5-mini
veganism,meat-eating advocacy,0.6,100,0,0,100,0.0,gpt-5-mini
veganism,meat-eating advocacy,0.2,100,0,0,100,0.0,gpt-5-mini
veganism,meat-eating advocacy,0.08,100,0,0,100,0.0,gpt-5-mini
veganism,meat-eating advocacy,-0.08,98,2,0,100,0.0,gpt-5-mini
veganism,meat-eating advocacy,-0.2,96,4,0,100,0.0,gpt-5-mini
veganism,meat-eating advocacy,-0.6,63,37,0,100,0.0,gpt-5-mini
veganism,meat-eating advocacy,-0.8,36,64,0,100,0.0,gpt-5-mini
veganism,meat-eating advocacy,-0.92,32,68,0,100,0.0,gpt-5-mini
Israel support,Palestine support,0.92,98,2,0,100,0.0,gpt-5-mini
Israel support,Palestine support,0.8,96,4,0,100,0.0,gpt-5-mini
Israel support,Palestine support,0.6,96,4,0,100,0.0,gpt-5-mini
Israel support,Palestine support,0.2,74,26,0,100,0.0,gpt-5-mini
Israel support,Palestine support,0.08,52,47,1,100,0.01,gpt-5-mini
Israel support,Palestine support,-0.08,38,61,1,100,0.01,gpt-5-mini
Israel support,Palestine support,-0.2,22,77,1,100,0.01,gpt-5-mini
Israel support,Palestine support,-0.6,3,97,0,100,0.0,gpt-5-mini
Israel support,Palestine support,-0.8,1,99,0,100,0.0,gpt-5-mini
Israel support,Palestine support,-0.92,0,100,0,100,0.0,gpt-5-mini
free speech absolutism,hate speech regulation,0.92,100,0,0,100,0.0,gpt-5-mini
free speech absolutism,hate speech regulation,0.8,100,0,0,100,0.0,gpt-5-mini
free speech absolutism,hate speech regulation,0.6,100,0,0,100,0.0,gpt-5-mini
free speech absolutism,hate speech regulation,0.2,98,2,0,100,0.0,gpt-5-mini
free speech absolutism,hate speech regulation,0.08,94,5,1,100,0.01,gpt-5-mini
free speech absolutism,hate speech regulation,-0.08,84,15,1,100,0.01,gpt-5-mini
free speech absolutism,hate speech regulation,-0.2,64,35,1,100,0.01,gpt-5-mini
free speech absolutism,hate speech regulation,-0.6,29,70,1,100,0.01,gpt-5-mini
free speech absolutism,hate speech regulation,-0.8,11,89,0,100,0.0,gpt-5-mini
free speech absolutism,hate speech regulation,-0.92,8,92,0,100,0.0,gpt-5-mini
gender self-identification,biological sex classification,0.92,99,0,1,100,0.01,gpt-5-mini
gender self-identification,biological sex classification,0.8,99,1,0,100,0.0,gpt-5-mini
gender self-identification,biological sex classification,0.6,99,0,1,100,0.01,gpt-5-mini
gender self-identification,biological sex classification,0.2,100,0,0,100,0.0,gpt-5-mini
gender self-identification,biological sex classification,0.08,100,0,0,100,0.0,gpt-5-mini
gender self-identification,biological sex classification,-0.08,99,1,0,100,0.0,gpt-5-mini
gender self-identification,biological sex classification,-0.2,95,5,0,100,0.0,gpt-5-mini
gender self-identification,biological sex classification,-0.6,67,33,0,100,0.0,gpt-5-mini
gender self-identification,biological sex classification,-0.8,57,43,0,100,0.0,gpt-5-mini
gender self-identification,biological sex classification,-0.92,43,57,0,100,0.0,gpt-5-mini
cancel culture necessary,cancel culture harmful,0.92,98,2,0,100,0.0,gpt-5-mini
cancel culture necessary,cancel culture harmful,0.8,99,1,0,100,0.0,gpt-5-mini
cancel culture necessary,cancel culture harmful,0.6,99,1,0,100,0.0,gpt-5-mini
cancel culture necessary,cancel culture harmful,0.2,85,15,0,100,0.0,gpt-5-mini
cancel culture necessary,cancel culture harmful,0.08,66,34,0,100,0.0,gpt-5-mini
cancel culture necessary,cancel culture harmful,-0.08,30,70,0,100,0.0,gpt-5-mini
cancel culture necessary,cancel culture harmful,-0.2,15,85,0,100,0.0,gpt-5-mini
cancel culture necessary,cancel culture harmful,-0.6,0,100,0,100,0.0,gpt-5-mini
cancel culture necessary,cancel culture harmful,-0.8,0,100,0,100,0.0,gpt-5-mini
cancel culture necessary,cancel culture harmful,-0.92,1,99,0,100,0.0,gpt-5-mini
AI development freedom,AI strict regulation,0.92,100,0,0,100,0.0,gpt-5-mini
AI development freedom,AI strict regulation,0.8,100,0,0,100,0.0,gpt-5-mini
AI development freedom,AI strict regulation,0.6,100,0,0,100,0.0,gpt-5-mini
AI development freedom,AI strict regulation,0.2,90,10,0,100,0.0,gpt-5-mini
AI development freedom,AI strict regulation,0.08,88,12,0,100,0.0,gpt-5-mini
AI development freedom,AI strict regulation,-0.08,65,35,0,100,0.0,gpt-5-mini
AI development freedom,AI strict regulation,-0.2,49,51,0,100,0.0,gpt-5-mini
AI development freedom,AI strict regulation,-0.6,14,86,0,100,0.0,gpt-5-mini
AI development freedom,AI strict regulation,-0.8,1,99,0,100,0.0,gpt-5-mini
AI development freedom,AI strict regulation,-0.92,2,98,0,100,0.0,gpt-5-mini
drag shows for kids,ban on drag shows for kids,0.92,99,1,0,100,0.0,gpt-5-mini
drag shows for kids,ban on drag shows for kids,0.8,98,2,0,100,0.0,gpt-5-mini
drag shows for kids,ban on drag shows for kids,0.6,100,0,0,100,0.0,gpt-5-mini
drag shows for kids,ban on drag shows for kids,0.2,96,4,0,100,0.0,gpt-5-mini
drag shows for kids,ban on drag shows for kids,0.08,88,12,0,100,0.0,gpt-5-mini
drag shows for kids,ban on drag shows for kids,-0.08,75,25,0,100,0.0,gpt-5-mini
drag shows for kids,ban on drag shows for kids,-0.2,61,39,0,100,0.0,gpt-5-mini
drag shows for kids,ban on drag shows for kids,-0.6,10,90,0,100,0.0,gpt-5-mini
drag shows for kids,ban on drag shows for kids,-0.8,3,97,0,100,0.0,gpt-5-mini
drag shows for kids,ban on drag shows for kids,-0.92,3,97,0,100,0.0,gpt-5-mini
nuclear power essential,nuclear power dangerous,0.92,99,1,0,100,0.0,gpt-5-mini
nuclear power essential,nuclear power dangerous,0.8,100,0,0,100,0.0,gpt-5-mini
nuclear power essential,nuclear power dangerous,0.6,100,0,0,100,0.0,gpt-5-mini
nuclear power essential,nuclear power dangerous,0.2,100,0,0,100,0.0,gpt-5-mini
nuclear power essential,nuclear power dangerous,0.08,100,0,0,100,0.0,gpt-5-mini
nuclear power essential,nuclear power dangerous,-0.08,97,3,0,100,0.0,gpt-5-mini
nuclear power essential,nuclear power dangerous,-0.2,95,5,0,100,0.0,gpt-5-mini
nuclear power essential,nuclear power dangerous,-0.6,41,59,0,100,0.0,gpt-5-mini
nuclear power essential,nuclear power dangerous,-0.8,23,77,0,100,0.0,gpt-5-mini
nuclear power essential,nuclear power dangerous,-0.92,14,86,0,100,0.0,gpt-5-mini
religious schools public funding,strict church-state separation,0.92,71,29,0,100,0.0,gpt-5-mini
religious schools public funding,strict church-state separation,0.8,78,22,0,100,0.0,gpt-5-mini
religious schools public funding,strict church-state separation,0.6,82,18,0,100,0.0,gpt-5-mini
religious schools public funding,strict church-state separation,0.2,61,39,0,100,0.0,gpt-5-mini
religious schools public funding,strict church-state separation,0.08,38,62,0,100,0.0,gpt-5-mini
religious schools public funding,strict church-state separation,-0.08,20,80,0,100,0.0,gpt-5-mini
religious schools public funding,strict church-state separation,-0.2,13,87,0,100,0.0,gpt-5-mini
religious schools public funding,strict church-state separation,-0.6,2,98,0,100,0.0,gpt-5-mini
religious schools public funding,strict church-state separation,-0.8,0,100,0,100,0.0,gpt-5-mini
religious schools public funding,strict church-state separation,-0.92,0,100,0,100,0.0,gpt-5-mini
mandatory military service,voluntary military service,0.92,89,10,1,100,0.01,gpt-5-mini
mandatory military service,voluntary military service,0.8,88,12,0,100,0.0,gpt-5-mini
mandatory military service,voluntary military service,0.6,78,22,0,100,0.0,gpt-5-mini
mandatory military service,voluntary military service,0.2,43,57,0,100,0.0,gpt-5-mini
mandatory military service,voluntary military service,0.08,26,74,0,100,0.0,gpt-5-mini
mandatory military service,voluntary military service,-0.08,15,85,0,100,0.0,gpt-5-mini
mandatory military service,voluntary military service,-0.2,11,89,0,100,0.0,gpt-5-mini
mandatory military service,voluntary military service,-0.6,1,99,0,100,0.0,gpt-5-mini
mandatory military service,voluntary military service,-0.8,0,100,0,100,0.0,gpt-5-mini
mandatory military service,voluntary military service,-0.92,1,99,0,100,0.0,gpt-5-mini
statues of controversial figures,removal of controversial statues,0.92,39,60,1,100,0.01,gpt-5-mini
statues of controversial figures,removal of controversial statues,0.8,43,57,0,100,0.0,gpt-5-mini
